.gitignore	463	1780270920.259904
README.md	20	1780270920.259904
lab4/lab4	70584	1781129435.505388
lab4/lab4.c	1141	1781132771.133108
lab3/lab3	70824	1780420891.911663
lab3/lab3.c	916	1780422970.684838
lab0/lab0.c	82	1780270920.259904
lab2/lab2.c	961	1780277250.305062
lab2/lab2	70976	1780277253.836062
lab1/lab1.c	704	1780270920.259904
